Timestamp,Tx_Packet,Rx_Packet,Dropped,BW_Utilization
2021-03-13 13:58:03,33,31,0,4234.0
2021-03-13 14:00:08,5,108,0,75774.0
2021-03-13 14:00:09,0,188,0,138814.0
2021-03-13 14:00:10,1,185,0,136648.0
2021-03-13 14:00:11,1,188,0,138874.0
2021-03-13 14:00:12,1,186,0,137390.0
2021-03-13 14:00:13,3,189,0,138300.0
2021-03-13 14:00:14,1,187,0,138132.0
2021-03-13 14:00:15,1,188,0,139556.0
2021-03-13 14:00:16,0,189,0,139556.0
2021-03-13 14:00:17,1,187,0,138132.0
2021-03-13 14:00:18,1,186,0,137390.0
2021-03-13 14:00:19,1,184,0,136588.0
2021-03-13 14:00:20,0,197,0,145492.0
2021-03-13 14:00:21,1,187,0,138132.0
2021-03-13 14:00:22,0,186,0,138012.0
2021-03-13 14:00:23,1,187,0,138132.0
2021-03-13 14:00:24,0,186,0,138012.0
2021-03-13 14:00:25,1,184,0,135906.0
2021-03-13 14:00:26,0,187,0,138754.0
2021-03-13 14:00:27,1,187,0,138132.0
2021-03-13 14:00:28,1,183,0,135846.0
2021-03-13 14:00:29,0,185,0,136588.0
2021-03-13 14:00:30,1,186,0,137390.0
2021-03-13 14:00:31,1,189,0,139616.0
2021-03-13 14:00:32,1,190,0,140358.0
2021-03-13 14:00:33,0,184,0,136528.0
2021-03-13 14:00:35,1,259,0,191556.0
2021-03-13 14:00:36,0,178,0,132076.0
2021-03-13 14:00:37,1,195,0,144068.0
2021-03-13 14:00:38,0,204,0,151368.0
2021-03-13 14:00:39,1,193,0,142584.0
2021-03-13 14:00:40,0,170,0,126140.0
2021-03-13 14:00:41,1,184,0,135906.0
2021-03-13 14:00:43,0,194,0,143948.0
2021-03-13 14:00:43,2,182,0,133764.0
2021-03-13 14:00:44,0,183,0,135786.0
2021-03-13 14:00:45,1,184,0,135906.0
2021-03-13 14:00:46,0,184,0,136528.0
2021-03-13 14:00:48,1,187,0,138132.0
2021-03-13 14:00:49,1,193,0,143266.0
2021-03-13 14:00:50,0,213,0,157364.0
2021-03-13 14:00:51,1,190,0,140358.0
2021-03-13 14:00:52,0,212,0,157304.0
2021-03-13 14:00:53,1,182,0,134422.0
2021-03-13 14:00:54,0,189,0,140238.0
2021-03-13 14:00:55,1,187,0,138132.0
2021-03-13 14:00:56,0,190,0,140980.0
2021-03-13 14:00:57,1,182,0,134422.0
2021-03-13 14:00:58,0,191,0,141722.0
2021-03-13 14:01:00,1,230,0,170038.0
2021-03-13 14:01:00,0,161,0,119462.0
2021-03-13 14:01:01,1,184,0,135906.0
2021-03-13 14:01:02,0,180,0,133560.0
2021-03-13 14:01:03,1,181,0,133680.0
2021-03-13 14:01:04,1,193,0,142584.0
2021-03-13 14:01:06,0,193,0,143206.0
2021-03-13 14:01:07,1,193,0,142584.0
2021-03-13 14:01:08,0,188,0,139496.0
2021-03-13 14:01:09,1,187,0,138132.0
2021-03-13 14:01:10,1,193,0,143266.0
2021-03-13 14:01:11,0,192,0,141782.0
2021-03-13 14:01:12,1,186,0,138072.0
2021-03-13 14:01:13,0,182,0,134362.0
2021-03-13 14:01:14,2,191,0,140442.0
2021-03-13 14:01:15,0,190,0,140980.0
2021-03-13 14:01:16,1,191,0,141100.0
2021-03-13 14:01:17,1,193,0,143266.0
2021-03-13 14:01:18,0,173,0,127684.0
2021-03-13 14:01:19,0,182,0,135044.0
2021-03-13 14:01:20,1,187,0,138132.0
2021-03-13 14:01:21,0,192,0,142464.0
2021-03-13 14:01:22,1,200,0,147778.0
2021-03-13 14:01:23,1,192,0,142524.0
2021-03-13 14:01:24,0,180,0,132878.0
