Timestamp,Tx_Packet,Rx_Packet,Dropped,BW_Utilization
2021-03-13 14:28:41,28,34,0,4206.0
2021-03-13 14:28:42,20,10,0,2640.0
2021-03-13 14:32:33,43,13,0,24074.0
2021-03-13 14:32:34,197,1,0,154568.0
2021-03-13 14:32:35,193,1,0,151416.0
2021-03-13 14:32:36,194,1,0,152932.0
2021-03-13 14:32:37,195,1,0,152992.0
2021-03-13 14:32:38,197,0,0,154508.0
2021-03-13 14:32:39,181,1,0,141960.0
2021-03-13 14:32:40,208,1,0,163964.0
2021-03-13 14:32:41,189,1,0,148264.0
2021-03-13 14:32:42,189,1,0,148264.0
2021-03-13 14:32:43,155,4,0,120278.0
2021-03-13 14:32:44,13,14,0,1682.0
2021-03-13 14:32:57,93,13,0,63474.0
2021-03-13 14:32:58,379,1,0,297984.0
2021-03-13 14:32:59,384,1,0,302652.0
2021-03-13 14:33:00,383,0,0,301076.0
2021-03-13 14:33:01,153,1,0,172676.0
2021-03-13 14:33:02,96,1,0,146610.0
2021-03-13 14:33:03,97,1,0,148152.0
2021-03-13 14:33:04,98,1,0,151176.0
2021-03-13 14:33:05,102,0,0,155802.0
2021-03-13 14:33:06,94,1,0,145008.0
2021-03-13 14:33:07,63,1,0,94259.0
2021-03-13 14:33:21,44,5,0,57860.0
2021-03-13 14:33:22,165,0,0,252948.0
2021-03-13 14:33:23,157,1,0,242154.0
2021-03-13 14:33:24,144,0,0,220566.0
2021-03-13 14:33:25,154,1,0,236046.0
2021-03-13 14:33:26,145,0,0,223590.0
2021-03-13 14:33:28,146,1,0,223710.0
2021-03-13 14:33:29,140,0,0,215880.0
2021-03-13 14:33:30,143,1,0,219084.0
2021-03-13 14:33:31,141,1,0,217482.0
2021-03-13 14:33:32,43,1,0,63419.0
2021-03-13 14:33:40,116,5,0,167402.0
2021-03-13 14:33:41,184,0,0,283728.0
2021-03-13 14:33:42,187,1,0,286932.0
2021-03-13 14:33:43,185,0,0,285270.0
2021-03-13 14:33:44,185,1,0,283848.0
2021-03-13 14:33:45,186,0,0,286812.0
2021-03-13 14:33:46,186,1,0,285390.0
2021-03-13 14:33:47,187,1,0,286932.0
2021-03-13 14:33:48,187,1,0,286932.0
2021-03-13 14:33:49,186,1,0,286872.0
2021-03-13 14:33:50,76,2,0,114365.0
2021-03-13 14:33:55,195,4,0,290668.0
2021-03-13 14:33:56,226,1,0,347070.0
2021-03-13 14:33:57,227,1,0,348612.0
2021-03-13 14:33:58,225,1,0,345528.0
2021-03-13 14:33:59,227,1,0,350094.0
2021-03-13 14:34:00,223,1,0,342444.0
2021-03-13 14:34:01,226,0,0,347010.0
2021-03-13 14:34:02,228,1,0,350154.0
2021-03-13 14:34:03,226,1,0,347070.0
2021-03-13 14:34:04,229,1,0,351696.0
2021-03-13 14:34:05,35,2,0,51143.0
2021-03-13 14:34:12,209,4,0,310748.0
2021-03-13 14:34:13,259,1,0,399438.0
2021-03-13 14:34:14,265,0,0,407148.0
2021-03-13 14:34:15,269,1,0,414858.0
2021-03-13 14:34:16,262,0,0,402522.0
2021-03-13 14:34:17,267,1,0,411774.0
2021-03-13 14:34:18,265,0,0,407148.0
2021-03-13 14:34:19,281,1,0,433362.0
2021-03-13 14:34:20,262,0,0,402522.0
2021-03-13 14:34:21,261,1,0,401040.0
2021-03-13 14:34:22,24,2,0,35663.0
2021-03-13 14:34:27,118,5,0,171968.0
2021-03-13 14:34:28,313,1,0,481224.0
2021-03-13 14:34:29,319,0,0,490416.0
2021-03-13 14:34:30,319,1,0,490476.0
2021-03-13 14:34:31,315,1,0,484308.0
2021-03-13 14:34:32,332,1,0,512004.0
2021-03-13 14:34:33,317,0,0,487332.0
2021-03-13 14:34:34,320,1,0,492018.0
2021-03-13 14:34:35,315,1,0,484308.0
2021-03-13 14:34:36,315,1,0,485790.0
2021-03-13 14:34:37,181,2,0,276275.0
2021-03-13 14:34:43,121,5,0,176594.0
2021-03-13 14:34:44,342,1,0,525942.0
2021-03-13 14:34:45,342,0,0,525882.0
2021-03-13 14:34:46,342,1,0,525942.0
2021-03-13 14:34:47,343,1,0,527484.0
2021-03-13 14:34:48,346,1,0,532110.0
