Timestamp,Tx_Packet,Rx_Packet,Dropped,BW_Utilization
2021-03-13 14:52:54,40,45,0,6162.0
2021-03-13 14:54:55,84,5,0,57966.0
2021-03-13 14:54:56,375,4,0,269868.0
2021-03-13 14:54:57,474,1,0,355686.0
2021-03-13 14:54:58,472,1,0,354110.0
2021-03-13 14:54:59,464,1,0,348672.0
2021-03-13 14:55:00,471,3,0,351868.0
2021-03-13 14:55:01,473,3,0,353444.0
2021-03-13 14:55:02,464,1,0,347898.0
2021-03-13 14:55:03,466,0,0,349506.0
2021-03-13 14:55:04,470,1,0,352534.0
2021-03-13 14:55:05,469,1,0,351792.0
2021-03-13 14:55:06,453,1,0,339103.0
2021-03-13 14:55:07,370,1,0,270515.0
2021-03-13 14:55:08,368,1,0,272434.0
2021-03-13 14:55:09,370,1,0,273918.0
2021-03-13 14:55:10,370,0,0,273858.0
2021-03-13 14:55:11,372,1,0,275402.0
2021-03-13 14:55:12,373,1,0,276144.0
2021-03-13 14:55:13,372,1,0,276084.0
2021-03-13 14:55:14,373,1,0,276144.0
2021-03-13 14:55:15,369,1,0,273176.0
2021-03-13 14:55:16,370,1,0,273918.0
2021-03-13 14:55:17,433,0,0,318392.0
2021-03-13 14:55:18,570,1,0,431242.0
2021-03-13 14:55:19,566,1,0,428182.0
2021-03-13 14:55:20,572,1,0,433408.0
2021-03-13 14:55:21,566,1,0,428182.0
2021-03-13 14:55:22,565,1,0,427348.0
2021-03-13 14:55:23,561,1,0,424196.0
2021-03-13 14:55:24,568,0,0,429606.0
2021-03-13 14:55:25,563,1,0,425864.0
2021-03-13 14:55:26,568,1,0,429666.0
2021-03-13 14:55:27,506,1,0,380821.0
2021-03-13 14:55:28,377,1,0,275709.0
2021-03-13 14:55:29,390,1,0,288758.0
2021-03-13 14:55:30,378,0,0,279794.0
2021-03-13 14:55:31,372,1,0,276084.0
2021-03-13 14:55:32,390,0,0,285230.0
2021-03-13 14:55:33,671,1,0,510016.0
2021-03-13 14:55:34,665,1,0,505872.0
2021-03-13 14:55:35,663,1,0,505162.0
2021-03-13 14:55:36,665,1,0,506056.0
2021-03-13 14:55:37,658,2,0,499248.0
2021-03-13 14:55:38,669,1,0,509888.0
2021-03-13 14:55:39,662,0,0,503586.0
2021-03-13 14:55:40,661,1,0,502996.0
2021-03-13 14:55:41,663,1,0,504480.0
2021-03-13 14:55:42,648,1,0,491851.0
2021-03-13 14:55:43,387,2,0,283153.0
2021-03-13 14:55:44,371,1,0,274660.0
2021-03-13 14:55:45,370,1,0,273918.0
2021-03-13 14:55:46,369,0,0,273116.0
2021-03-13 14:55:47,369,1,0,273176.0
2021-03-13 14:55:48,729,1,0,551332.0
2021-03-13 14:55:49,759,1,0,580718.0
2021-03-13 14:55:50,757,1,0,578552.0
2021-03-13 14:55:51,762,1,0,582446.0
2021-03-13 14:55:52,759,1,0,580036.0
2021-03-13 14:55:53,758,0,0,579142.0
2021-03-13 14:55:54,754,1,0,576234.0
2021-03-13 14:55:55,758,1,0,579202.0
2021-03-13 14:55:56,758,1,0,579884.0
2021-03-13 14:55:57,761,1,0,581704.0
2021-03-13 14:55:58,412,1,0,305239.0
2021-03-13 14:55:59,373,0,0,272017.0
2021-03-13 14:56:00,370,1,0,273918.0
2021-03-13 14:56:01,367,1,0,272374.0
2021-03-13 14:56:02,615,1,0,461776.0
2021-03-13 14:56:03,844,1,0,646970.0
2021-03-13 14:56:04,847,0,0,649320.0
2021-03-13 14:56:05,664,1,0,640326.0
2021-03-13 14:56:06,602,1,0,629262.0
2021-03-13 14:56:07,601,1,0,627720.0
2021-03-13 14:56:08,612,1,0,639764.0
2021-03-13 14:56:09,601,1,0,627720.0
2021-03-13 14:56:10,603,1,0,630804.0
2021-03-13 14:56:11,622,0,0,650442.0
2021-03-13 14:56:12,460,1,0,411909.0
2021-03-13 14:56:13,376,1,0,276343.0
2021-03-13 14:56:14,370,2,0,273260.0
2021-03-13 14:56:15,368,1,0,272434.0
2021-03-13 14:56:16,368,0,0,272374.0
2021-03-13 14:56:17,369,1,0,273176.0
2021-03-13 14:56:18,617,1,0,641264.0
2021-03-13 14:56:19,636,1,0,681572.0
2021-03-13 14:56:20,636,1,0,680890.0
2021-03-13 14:56:21,643,1,0,688484.0
2021-03-13 14:56:23,677,0,0,724852.0
2021-03-13 14:56:24,636,1,0,683172.0
2021-03-13 14:56:25,638,1,0,683974.0
2021-03-13 14:56:26,635,1,0,680148.0
2021-03-13 14:56:27,646,1,0,689992.0
2021-03-13 14:56:28,644,1,0,690037.0
2021-03-13 14:56:29,378,0,0,277767.0
2021-03-13 14:56:30,412,1,0,305764.0
